disbursed_amount,asset_cost,branch_id,Employment.Type,DisbursalDate,State_ID,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PRI.NO.OF.ACCTS,PRI.CURRENT.BALANCE,SEC.NO.OF.ACCTS,PRIMARY.INSTAL.AMT,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default,Age,marital status
39894,60346,74,Self employed,20/10/2018,4,0,0,738,2,9967,0,3993,0,0yrs 7mon,0,0,32,Single
48349,68921,74,Salaried,22/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,27,Single
43394,59386,74,Self employed,28/09/2018,4,0,0,660,8,211925,0,6506,0,1yrs 8mon,0,0,45,Single
47349,63655,74,Self employed,20/10/2018,4,0,0,725,3,22982,0,1272,0,0yrs 6mon,0,0,36,Single
39894,62978,74,Self employed,07/09/2018,4,0,0,738,2,5746,0,1538,0,0yrs 6mon,0,0,54,Single
35762,60346,74,Salaried,11/10/2018,4,0,0,836,3,48679,0,3500,0,2yrs 6mon,0,1,?,Single
50778,59248,74,Salaried,24/08/2018,4,0,0,729,9,1912,0,1801,0,3yrs 9mon,1,0,37,Single
45349,59386,74,Self employed,07/09/2018,4,0,0,630,4,0,0,4460,0,8yrs 6mon,0,0,43,Single
46145,59386,74,Salaried,24/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,2,0,32,Single
37939,56216,74,Self employed,25/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Single
44845,56216,74,Salaried,28/08/2018,4,0,0,708,4,7707,0,5307,0,0yrs 6mon,2,0,35,Single
45849,63194,74,Self employed,21/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,57,Single
50578,64025,74,Self employed,06/09/2018,4,0,0,300,4,90735,0,7048,1,12yrs 6mon,0,0,53,Single
49763,59386,74,Salaried,06/10/2018,4,0,0,740,19,110000,0,0,0,0yrs 6mon,0,0,35,Single
48439,59248,74,Self employed,30/08/2018,4,0,0,15,1,229941,0,0,0,0yrs 0mon,0,0,32,Single
48149,59386,74,Salaried,29/09/2018,4,0,0,774,1,0,0,0,0,2yrs 8mon,0,0,50,Single
51078,62413,74,Self employed,06/10/2018,4,0,0,705,13,154284,1,682,0,2yrs 0mon,3,0,44,Single
44349,62413,74,Salaried,15/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,60,Single
34661,59265,74,Salaried,12/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,57,Single
48149,59386,74,Self employed,03/10/2018,4,0,0,738,3,10493,0,3313,0,0yrs 7mon,0,0,42,Single
46145,59386,74,Self employed,05/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,35,Single
50303,62922,74,Self employed,09/10/2018,4,0,0,646,7,7637,0,4365,0,3yrs 10mon,1,0,38,Single
68377,97273,74,Self employed,30/08/2018,4,0,0,14,1,19357,0,0,1,15yrs 2mon,0,0,48,Single
43210,56216,74,Salaried,29/08/2018,4,0,0,600,1,375,0,0,0,8yrs 3mon,0,0,43,Single
33484,56116,74,Self employed,17/08/2018,4,0,0,657,1,42160,0,0,0,0yrs 3mon,0,0,32,Single
49803,70191,74,Self employed,11/10/2018,4,0,0,300,4,0,0,2084,0,0yrs 6mon,0,0,44,Single
31984,60346,74,Self employed,20/10/2018,4,0,0,709,3,302997,0,3033,0,0yrs 11mon,0,0,52,Single
46349,59386,74,,03/10/2018,4,0,0,439,14,12567,0,14800,0,2yrs 8mon,0,0,26,Single
46349,63411,74,Salaried,31/08/2018,4,0,0,719,5,37952,0,0,0,2yrs 2mon,0,0,37,Single
53639,72577,74,Self employed,04/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,46,Single
59447,76077,74,Salaried,27/10/2018,4,0,0,658,18,408270,0,16159,0,1yrs 11mon,1,0,34,Single
48603,60346,74,Self employed,22/10/2018,4,0,0,755,5,43596,0,0,1,5yrs 6mon,0,1,37,Single
49803,62922,74,Salaried,04/10/2018,4,0,0,825,1,0,0,1642,0,0yrs 7mon,0,1,40,Single
52254,63472,74,Self employed,23/09/2018,4,0,0,627,1,109196,0,2616,0,1yrs 5mon,0,0,43,Single
50778,59248,74,Self employed,27/08/2018,4,0,0,738,3,75068,0,6893,0,0yrs 6mon,0,0,57,Single
41710,60346,74,Salaried,22/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,44,Single
47349,60346,74,Salaried,22/10/2018,4,0,0,699,16,44165,0,3217,0,3yrs 2mon,0,0,56,Single
50578,75637,2,Salaried,15/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Single
82586,105630,2,Salaried,20/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Single
60147,69130,2,Salaried,23/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Single
58947,76700,2,Salaried,22/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Single
66669,85607,2,Salaried,21/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,59,Single
60947,70130,2,Salaried,11/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,32,Single
61213,84607,2,Salaried,27/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,50,Single
66382,75637,2,Self employed,21/09/2018,4,0,0,749,2,15635,0,0,0,2yrs 11mon,0,0,58,Single
66382,85607,2,Salaried,21/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Single
53303,69130,2,Salaried,14/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,55,Single
79186,108880,2,Salaried,16/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,27,Single
47349,96923,2,Salaried,14/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,29,Single
86620,104151,2,Salaried,19/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Single
79186,95345,2,Self employed,20/09/2018,4,0,0,716,6,1496166,0,16225,0,3yrs 5mon,0,0,50,Single
65382,78884,2,Salaried,17/09/2018,4,0,0,599,2,12012,0,1333,1,4yrs 5mon,0,0,51,Single
60947,75637,2,Salaried,21/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,?,Single
57113,67200,2,Salaried,09/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,60,Single
59917,81048,2,Salaried,21/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,53,Single
59447,76700,2,Salaried,23/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,35,Single
41894,81727,2,Salaried,21/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,38,Single
82686,99498,2,Salaried,16/08/2018,4,0,0,685,11,1368752,0,20963,0,6yrs 9mon,1,0,45,Single
73113,85298,2,Salaried,01/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,46,Single
64969,73740,2,Salaried,24/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,44,Single
64169,77254,2,Salaried,24/10/2018,4,0,0,745,6,90877,0,4567,0,4yrs 0mon,0,0,52,Single
62447,80886,2,Salaried,14/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Single
79186,99204,2,Salaried,16/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Single
62026,74799,2,Salaried,14/09/2018,4,0,0,617,1,0,0,1570,0,0yrs 8mon,0,1,39,Single
60947,69456,2,Salaried,28/08/2018,4,0,0,738,1,126774,0,0,0,2yrs 3mon,0,0,33,Single
59213,68450,2,Self employed,20/08/2018,4,0,0,679,2,116717,0,7450,0,2yrs 5mon,0,0,58,Single
53115,63897,2,Salaried,29/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Single
55513,80886,2,Salaried,11/10/2018,4,0,0,738,3,34793,0,4350,0,1yrs 0mon,0,0,30,Single
58759,74799,2,Salaried,04/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Single
56380,67789,2,Salaried,05/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,56,Single
60947,74300,2,Salaried,28/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Single
58899,71128,2,Salaried,23/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,39,Single
82686,104587,2,Salaried,21/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,41,Single
57513,82749,2,Salaried,11/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Single
55163,66002,2,Salaried,14/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,30,Single
69889,76679,2,Salaried,03/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,43,Single
63577,76700,2,Salaried,20/10/2018,4,0,0,738,2,27740,0,4085,0,0yrs 3mon,1,0,43,Single
62960,75585,2,Self employed,24/08/2018,4,0,0,17,1,974317,0,12223,0,0yrs 2mon,0,0,53,Single
58013,66350,2,Salaried,17/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,43,Single
64882,87736,2,Salaried,29/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,27,Single
68711,82817,2,Salaried,17/10/2018,4,0,0,733,5,0,0,0,0,0yrs 8mon,0,0,39,Single
52803,74563,2,Salaried,10/09/2018,4,0,0,17,2,12905,0,0,0,0yrs 3mon,0,0,42,Single
51303,62444,2,Salaried,03/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Single
61447,76679,2,Salaried,04/10/2018,4,0,0,738,2,255642,0,0,0,1yrs 3mon,0,0,36,Single
62447,76730,2,Salaried,28/08/2018,4,0,0,614,1,61011,0,0,0,1yrs 11mon,0,0,53,Single
47849,66000,2,Salaried,18/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,49,Single
56513,70193,2,Self employed,12/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,28,Single
63447,80352,2,Self employed,20/10/2018,4,0,0,651,4,8261,0,0,1,0yrs 11mon,0,0,35,Single
47349,66002,2,Salaried,17/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,57,Single
41894,75637,2,Salaried,15/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Single
41894,77254,2,Salaried,20/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,38,Single
56759,73336,2,Salaried,04/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,56,Single
45349,80886,2,Salaried,24/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,?,Single
52303,74300,2,Salaried,19/10/2018,4,0,0,738,3,9401,0,5107,0,0yrs 11mon,0,0,38,Single
57759,67933,5,Salaried,23/08/2018,9,0,0,300,4,14150,0,7900,0,3yrs 7mon,0,0,35,Married
63713,72963,5,Self employed,14/10/2018,9,0,0,676,25,145362,0,7032,1,2yrs 4mon,0,1,41,Married
55759,70721,5,Self employed,29/09/2018,9,0,0,781,3,1107494,0,19265,0,3yrs 11mon,0,0,53,Married
62713,72456,5,Salaried,03/10/2018,9,0,0,653,1,25067,0,0,0,0yrs 6mon,0,0,28,Married
57559,69770,5,Self employed,17/08/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,58,Married
72623,106956,5,Self employed,08/10/2018,9,0,0,487,16,1000,0,618000,0,1yrs 10mon,1,0,43,Married
54713,76000,5,Salaried,18/08/2018,9,0,0,733,6,1680,0,0,0,1yrs 3mon,0,1,31,Married
41094,71055,5,Self employed,24/10/2018,9,0,0,691,10,497617,0,11045,0,2yrs 8mon,0,0,33,Married
63713,74908,5,Self employed,22/10/2018,9,0,0,681,5,9495,0,7225,1,1yrs 11mon,5,0,34,Married
61947,75280,5,Salaried,18/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,45,Married
56089,74879,5,Self employed,16/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,36,Married
46049,70721,5,Self employed,19/09/2018,9,0,0,758,2,5000,0,3640,0,5yrs 5mon,0,0,40,Married
54959,80338,5,Salaried,16/10/2018,9,1,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Married
58759,75280,5,Self employed,25/10/2018,9,0,0,836,1,0,0,0,0,1yrs 6mon,0,0,47,Married
57959,72914,5,Self employed,21/09/2018,9,0,0,379,1,158550,0,0,1,1yrs 3mon,0,1,46,Married
44137,66195,5,Salaried,31/08/2018,9,0,0,305,2,0,0,3565,0,2yrs 10mon,0,0,42,Married
65516,78643,5,Salaried,15/10/2018,9,0,0,620,21,524901,0,786978,1,13yrs 0mon,0,0,55,Married
48249,73087,5,Self employed,19/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,43,Married
58759,73087,5,Salaried,16/10/2018,9,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,54,Married
58259,66000,2,Self employed,31/08/2018,4,0,0,825,1,0,0,1375,0,0yrs 11mon,0,0,34,Single
64669,78000,2,Self employed,26/10/2018,4,0,0,477,6,142402,0,20237,2,0yrs 11mon,1,1,47,Single
49349,66000,2,Salaried,10/09/2018,4,0,0,783,1,8027,0,0,0,1yrs 11mon,0,0,34,Single
58013,66000,2,Self employed,17/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,30,Single
56259,67000,2,Self employed,18/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,51,Single
74123,85000,2,Salaried,29/08/2018,4,0,0,599,2,0,0,1250,0,0yrs 9mon,0,0,56,Single
56013,78000,2,Self employed,18/10/2018,4,0,0,737,2,46752,0,1850,0,0yrs 11mon,0,0,33,Single
64213,73000,2,Self employed,09/08/2018,4,0,0,662,7,408377,0,21240,0,2yrs 8mon,0,0,44,Single
71123,87000,2,Self employed,12/09/2018,4,0,0,670,9,64906,0,73,0,4yrs 5mon,0,0,35,Single
63213,72000,2,Salaried,14/09/2018,4,0,0,18,1,0,0,0,0,6yrs 2mon,0,0,39,Single
65169,75000,2,Self employed,22/10/2018,4,0,0,709,1,53342,0,0,0,0yrs 10mon,0,0,35,Single
47349,68000,2,Self employed,18/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Single
64213,74000,2,Salaried,09/10/2018,4,0,0,825,1,0,0,1073,0,0yrs 6mon,0,1,28,Single
41894,71000,2,Self employed,10/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Single
49349,65000,2,Self employed,31/08/2018,4,0,0,738,2,110383,0,6531,0,0yrs 9mon,1,0,36,Single
59259,78000,2,Self employed,31/10/2018,4,0,0,738,2,13675,0,2525,0,0yrs 4mon,0,0,36,Single
57759,72000,2,Salaried,24/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,34,Single
63213,73000,2,Self employed,29/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,37,Single
40894,61000,2,Salaried,11/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,51,Single
42122,69000,2,Salaried,26/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,53,Single
59013,70000,2,Self employed,27/09/2018,4,0,0,680,10,11399,0,148,2,1yrs 1mon,0,1,51,Single
59713,70000,2,Salaried,14/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,52,Single
53303,62000,2,Salaried,31/08/2018,4,0,0,763,1,6216,0,0,0,0yrs 11mon,0,0,34,Single
50303,85000,2,Salaried,06/08/2018,4,0,0,504,5,0,0,2320,0,2yrs 6mon,0,0,34,Single
62447,78000,2,Self employed,25/10/2018,4,0,0,738,1,10250,0,0,0,0yrs 3mon,0,1,31,Single
63947,74000,2,Salaried,22/10/2018,4,0,0,562,11,3860577,0,0,0,12yrs 0mon,0,0,45,Single
51578,70000,2,Salaried,28/09/2018,4,0,0,16,2,1316727,0,0,0,0yrs 2mon,0,0,42,Single
59713,96000,2,Salaried,27/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,30,Single
56759,72000,2,Self employed,10/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,55,Single
65882,77000,2,Salaried,20/09/2018,4,0,0,737,1,41291,0,1970,0,0yrs 9mon,0,0,50,Single
54263,71000,2,Self employed,29/09/2018,4,0,0,577,5,1879100,0,32382,1,1yrs 7mon,0,0,30,Single
46849,74000,2,Self employed,27/10/2018,4,0,0,738,3,95459,0,3223,0,2yrs 11mon,0,0,50,Single
63947,73000,2,Self employed,22/10/2018,4,0,0,624,2,664,0,2667,1,1yrs 3mon,0,0,53,Single
62713,74000,2,Self employed,08/10/2018,4,0,0,681,1,18746,0,1384,1,0yrs 8mon,0,1,?,Single
61447,74000,2,Self employed,10/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,52,Single
55759,75000,2,Salaried,31/10/2018,4,0,0,825,4,0,0,7309,0,0yrs 10mon,0,0,32,Single
57259,72000,2,Salaried,22/10/2018,4,0,0,787,3,1818201,0,0,1,5yrs 7mon,0,0,44,Single
60947,79000,2,Salaried,26/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,32,Single
69238,84216,136,Salaried,31/08/2018,8,0,0,679,34,6922,0,2170,0,0yrs 7mon,1,0,34,Married
70778,84300,136,Salaried,06/09/2018,8,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Married
60213,70000,136,Salaried,12/09/2018,8,0,0,726,14,329126,0,235000,0,1yrs 4mon,0,0,47,Married
65169,102884,136,Salaried,19/09/2018,8,0,0,778,1,654,0,0,0,0yrs 9mon,0,0,30,Married
56013,65400,136,Salaried,29/08/2018,8,0,0,570,16,919309,0,445500,0,1yrs 1mon,0,1,46,Married
54303,62198,136,Self employed,14/08/2018,8,0,0,825,4,33517,0,5682,0,1yrs 3mon,1,0,50,Married
54912,65764,136,Self employed,31/08/2018,8,0,0,16,2,0,0,0,0,0yrs 4mon,1,0,58,Married
72756,86987,136,Salaried,26/09/2018,8,0,0,300,4,44329,0,40000,0,1yrs 2mon,0,0,34,Married
42904,67600,2,Salaried,17/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,53,Single
45849,71700,2,Salaried,21/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,46,Single
68337,82300,2,Salaried,20/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,58,Single
60713,70800,2,Salaried,16/09/2018,4,0,0,774,1,800,0,2346,0,2yrs 5mon,0,0,36,Single
39141,76500,2,Salaried,30/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,31,Single
44879,68100,2,Salaried,04/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,49,Single
62907,76500,2,Salaried,17/09/2018,4,0,0,14,1,65137,0,5707,1,0yrs 8mon,0,0,31,Single
48819,64050,2,Salaried,25/08/2018,4,0,0,300,1,0,0,1835,0,0yrs 0mon,0,0,37,Single
72787,106800,2,Salaried,17/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,51,Single
49398,66000,2,Salaried,04/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,37,Single
29151,67600,2,Salaried,30/08/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,55,Single
59213,74800,2,Salaried,20/10/2018,4,0,0,705,1,551701,0,0,0,0yrs 10mon,0,0,36,Single
61797,72000,2,Salaried,01/08/2018,4,0,0,15,2,5174,0,1795,0,0yrs 1mon,3,0,40,Single
61365,74030,2,Salaried,05/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,28,Single
68589,81300,2,Salaried,17/09/2018,4,0,0,762,1,7665,0,0,0,1yrs 10mon,0,0,39,Single
72297,92100,2,Salaried,24/09/2018,4,0,0,763,1,1637,0,1733,0,1yrs 0mon,0,0,34,Single
63577,76700,2,Salaried,03/09/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,30,Single
68623,92100,2,Salaried,09/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,39,Single
51343,77300,2,Salaried,20/10/2018,4,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Single
49203,70304,34,Self employed,21/09/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,43,Married
53778,65465,34,Salaried,31/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Married
59213,68501,34,Self employed,22/10/2018,6,0,0,760,14,21014,0,12476,0,7yrs 7mon,0,0,54,Married
65669,75570,34,Self employed,18/09/2018,6,1,0,0,0,0,0,0,0,0yrs 0mon,0,0,31,Married
39394,71278,34,Self employed,18/09/2018,6,0,0,708,4,794462,0,4025,1,10yrs 4mon,0,0,?,Married
47999,65368,34,Self employed,30/09/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,50,Married
53103,68309,34,Self employed,22/10/2018,6,0,0,713,5,18286,0,0,0,1yrs 2mon,0,0,45,Married
51303,65176,34,Self employed,16/08/2018,6,0,0,763,1,0,0,0,0,0yrs 9mon,0,0,47,Married
55813,65368,34,Self employed,26/09/2018,6,0,0,825,1,0,0,1649,0,0yrs 6mon,0,0,46,Married
46028,63852,34,Self employed,30/09/2018,6,0,0,784,3,124642,0,1629,0,1yrs 6mon,0,0,34,Married
50003,62188,34,Self employed,21/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,29,Married
58647,67540,34,Salaried,17/10/2018,6,0,0,825,1,0,0,2884,0,0yrs 6mon,1,0,30,Married
55613,65756,34,Salaried,22/10/2018,6,0,0,607,2,961625,0,10602,0,4yrs 4mon,0,0,43,Married
54232,65851,34,Self employed,18/09/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,54,Married
48249,66567,34,Salaried,18/09/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,28,Married
43210,58691,34,Self employed,24/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,59,Married
50789,74970,34,Self employed,22/10/2018,6,0,0,465,9,1328360,0,16423,0,2yrs 1mon,0,1,45,Married
60947,71306,34,Salaried,29/10/2018,6,0,0,782,11,2251486,0,2105,0,5yrs 11mon,0,0,36,Married
47349,66389,34,Self employed,31/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,27,Married
52578,60945,34,Salaried,22/10/2018,6,0,0,708,5,14940,0,6860,0,0yrs 9mon,0,0,45,Married
49803,72023,34,Self employed,12/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,42,Married
52903,67275,34,Self employed,26/10/2018,6,0,0,446,19,160997,0,2581,1,3yrs 2mon,1,0,?,Married
47349,60753,34,Self employed,16/09/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,38,Married
51903,70813,34,Self employed,23/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,40,Married
47349,59591,34,Self employed,16/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,60,Married
45849,62815,34,Self employed,31/08/2018,6,0,0,16,3,0,0,0,0,0yrs 2mon,0,0,54,Married
50578,63815,34,Salaried,31/08/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,43,Married
51303,69550,34,Self employed,09/10/2018,6,0,0,637,1,14,0,0,0,2yrs 10mon,0,0,52,Married
56559,71961,34,Self employed,25/10/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,2,0,44,Married
45603,69259,34,Self employed,27/10/2018,6,0,0,749,1,334309,0,22246,0,4yrs 7mon,0,0,46,Married
48349,69771,34,Self employed,16/10/2018,6,0,0,742,14,1131685,0,39148,0,3yrs 0mon,0,0,54,Married
51803,62815,34,Self employed,25/08/2018,6,0,0,680,2,295663,1,14790,0,5yrs 6mon,0,0,52,Married
42294,74271,34,Salaried,24/10/2018,6,0,0,300,2,10610,0,1700,0,1yrs 3mon,0,0,33,Married
45849,66318,34,Self employed,29/09/2018,6,0,0,465,3,1157756,0,15827,0,8yrs 0mon,0,0,56,Married
47349,66318,34,Self employed,19/09/2018,6,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,58,Married
58259,75808,34,Salaried,21/10/2018,6,0,0,738,2,7747,0,3437,0,0yrs 6mon,0,0,44,Married
50203,65887,34,Self employed,03/10/2018,6,0,0,698,5,6225,0,1303,0,2yrs 2mon,1,1,51,Married
48849,72023,34,Self employed,14/08/2018,6,0,0,688,10,63227,0,10378,0,0yrs 9mon,0,0,32,Married
42027,66318,34,Salaried,23/09/2018,6,0,0,524,11,569069,0,11968,0,5yrs 3mon,0,0,47,Married
53803,72023,34,Self employed,03/08/2018,6,0,0,0,0,0,1,0,1,1yrs 3mon,0,0,?,Married
55513,70680,34,Salaried,26/10/2018,6,0,0,581,4,301,0,3527,0,1yrs 2mon,3,1,50,Married
48145,62815,34,Self employed,16/08/2018,6,0,0,825,1,0,0,1672,0,0yrs 7mon,2,1,46,Married
53078,68344,34,Salaried,17/09/2018,6,0,0,17,1,5141,0,1083,0,0yrs 2mon,1,0,33,Married
43194,58411,34,Self employed,03/10/2018,6,0,0,643,1,17936,0,0,0,0yrs 11mon,0,0,51,Married
39439,70193,165,Salaried,11/10/2018,5,1,0,0,0,0,0,0,0,0yrs 0mon,0,0,51,Single
50303,76315,165,Salaried,22/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,34,Single
38439,70402,165,Salaried,11/08/2018,5,0,0,825,3,0,0,0,0,1yrs 9mon,0,0,57,Single
51078,76301,165,Salaried,28/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,32,Single
53303,69812,165,Self employed,18/09/2018,5,0,0,674,5,3862593,0,457903,1,2yrs 5mon,0,0,43,Single
48849,70939,165,Salaried,25/10/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,33,Single
52303,63400,165,Self employed,30/09/2018,5,0,0,15,2,30212,0,833,0,1yrs 9mon,0,1,42,Single
94505,151388,165,Self employed,12/09/2018,5,1,0,300,2,170412,0,0,1,3yrs 11mon,0,0,39,Single
60447,94241,165,Salaried,11/08/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,1,0,31,Single
52078,65662,165,Self employed,29/09/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,1,35,Single
58259,69112,165,Salaried,24/09/2018,5,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,40,Single
43394,70133,165,Salaried,22/10/2018,5,0,0,17,2,7446,0,0,0,0yrs 3mon,0,0,37,Single
53303,69812,165,Salaried,20/09/2018,5,0,0,738,1,8796,0,0,0,0yrs 4mon,0,0,31,Single
53393,73006,11,Self employed,20/09/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,38,Single
32341,49576,11,Self employed,26/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,37,Single
66882,104689,11,Self employed,23/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,57,Single
40394,88295,11,Self employed,15/10/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,46,Single
50303,75782,11,Self employed,24/10/2018,3,0,0,0,0,0,1,0,0,2yrs 2mon,0,0,38,Single
29844,58290,11,Self employed,21/08/2018,3,0,0,0,0,0,0,0,0,0yrs 0mon,0,0,33,Single
47548,61512,11,Self employed,27/10/2018,3,0,0,18,1,0,0,0,0,1yrs 7mon,0,1,45,Single
